"","V1","V2"
"459","ClC(=O)c1cc(cc(c1)OC)OC","161713"
"460","ClC(=O)c1cc(ccc1)C#N","302538"
"461","ClC(=O)c1cc(ccc1)C(=O)Cl","I19403"
"462","ClC(=O)c1cc(ccc1)C(=O)OC","672106"
"463","ClC(=O)c1cc(ccc1)C","122254"
"464","ClC(=O)c1cc(ccc1)c1ccccc1","709913"
"465","ClC(=O)c1cc(ccc1)N=C=O","478504"
"466","ClC(=O)c1cc(ccc1)[N+](=O)[O-]","127663"
"467","ClC(=O)c1cc(ccc1)OC(=O)C","740462"
"468","ClC(=O)c1cc(ccc1)OCc1ccccc1","707600"
"469","ClC(=O)c1cc(ccc1)OC","230243"
"470","ClC(=O)c1ccc(cc1)C#CC#N","807745"
"471","ClC(=O)c1ccc(cc1)C#N","124826"
"472","ClC(=O)c1ccc(cc1)C(=O)Cl","120871"
"473","ClC(=O)c1ccc(cc1)C(=O)OC","671673"
"474","ClC(=O)c1ccc(cc1)C(C)(C)C","157120"
"475","ClC(=O)c1ccc(cc1)CCCCCCC","222054"
"476","ClC(=O)c1ccc(cc1)CCCCCC","222097"
"477","ClC(=O)c1ccc(cc1)CCCCC","222143"
"478","ClC(=O)c1ccc(cc1)CCCC","222038"
"479","ClC(=O)c1ccc(cc1)CC","283509"
"480","ClC(=O)c1ccc(cc1)C","106631"
"481","ClC(=O)c1ccc(cc1)c1ccccc1","161144"
"482","ClC(=O)c1ccc(cc1)N(C)C","526118"
"483","ClC(=O)c1ccc(cc1)N=C=O","375039"
"484","ClC(=O)c1ccc(cc1)/N=N/c1ccccc1","173452"
"485","ClC(=O)c1ccc(cc1)[N+](=O)[O-]","112208"
"486","ClC(=O)c1ccc(cc1)OC(=O)C","740470"
"487","ClC(=O)c1ccc(cc1)OCCCC","222046"
"488","ClC(=O)c1ccc(cc1)OCC","288829"
"489","ClC(=O)c1ccc(cc1)OCc1ccccc1","682861"
"490","ClC(=O)c1ccc(cc1)OC","A88476"
"491","ClC(=O)c1ccccc1","15215"
"492","ClC(=O)c1ccncc1.Cl","228753"
"493","ClC(=O)c1cc2c(cc1)cccc2","250260"
"494","ClC(=O)c1cc2c(cc1)C(=O)OC2=O","T68020"
"495","ClC(=O)c1cc2c(cc1)OCO2","378895"
"496","ClC(=O)c1cnccc1.Cl","213381"
"497","ClC(=O)c1cocc1","715689"
"498","ClC(=O)c1c2c(ccc1)cccc2","250252"
"499","ClC(=O)c1c2c(ccc1)C(=O)c1c2cccc1","249580"
"500","ClC(=O)c1nc(ccc1)C(=O)Cl","142875"
"501","ClC(=O)c1nc2c(cc1)cccc2","525928"
"502","ClC(=O)c1nc2c(nc1)cccc2","145998"
"503","ClC(=O)c1oc(cc1)C","678570"
"504","ClC(=O)c1oc(cc1)[N+](=O)[O-]","683752"
"505","ClC(=O)c1occc1C","678589"
"506","ClC(=O)c1occc1","149861"
"507","ClC(=O)c1oc2c(c1C)cccc2","541540"
"508","ClC(=O)c1oc2c(c1)cccc2","715697"
"509","ClC(=O)c1oncc1","636231"
"510","ClC(=O)c1nc2c(cc(c(c2)OC)OC)n(c1=O)C","89276"
"511","ClC(=O)C1CC1","C116807"
"512","ClC(=O)C1CCC1","C95706"
"513","ClC(=O)C1CCCC1","328316"
"514","ClC(=O)C1CCCCC1","156965"
"515","ClC(=O)[C@H](OC=O)c1ccccc1","479284"
"516","ClC(=O)[C@@H](C)c1cc2c(cc(cc2)OC)cc1","712922"
"517","ClC(=O)[C@@H](OC(=O)C)C","447056"
"518","ClC(c1ccccc1)(c1ccccc1)C(=O)Cl","C39288"
"519","ClC(Cl)(Cl)C(=O)Cl","151599"
"520","ClC(CCl)C(=O)Cl","250139"
"521","ClC(C)C(=O)Cl","157139"
"522","ClC(c1ccccc1)C(=O)Cl","130966"
"523","ClC(Cl)C(=O)Cl","D55008"
"524","ClCC(=O)Cl","104493"
"525","ClCC(C)(C)C(=O)Cl","225703"
"526","ClCCC(=O)Cl","147443"
"527","ClCCCC(=O)Cl","343935"
"528","ClCCCCC(=O)Cl","125245"
"529","ClCCCCCC(=O)Cl","549940"
"530","ClCc1c(cccc1)C(=O)Cl","725897"
"531","ClCc1cc(ccc1)C(=O)Cl","263664"
"532","ClCc1ccc(cc1)C(=O)Cl","270784"
"533","Clc1c(c(cc(c1)Cl)Cl)C(=O)Cl","345504"
"534","Clc1c(c(ccc1)Cl)C(=O)Cl","187518"
"535","Clc1c(cc(cc1)C(=O)Cl)[N+](=O)[O-]","407925"
"536","Clc1c(ccc(c1)C(=O)Cl)Cl","111945"
"537","Clc1c(ccc(c1)Cl)C(=O)Cl","111937"
"538","Clc1c(cccc1)C(=O)Cl","103918"
"539","Clc1c(cccc1)/C=C/C(=O)Cl","537209"
"540","Clc1cc(c(cc1)C(=O)Cl)OC","PH016231"
"541","Clc1cc(cc(c1)C(=O)Cl)Cl","296287"
"542","Clc1cc(ccc1)C(=O)Cl","C26801"
"543","Clc1ccc(cc1)C(=O)Cl","111902"
"544","Clc1ccc(cc1)C(C(C)C)C(=O)Cl","537225"
"545","Clc1ccc(cc1)CC(=O)Cl","638951"
"546","Clc1ccc(cc1)OCC(=O)Cl","193941"
"547","Clc1nc(c(cn1)C(=O)Cl)Cl","728772"
"548","Clc1nc(cc(c1)C(=O)Cl)C","681075"
"549","Clc1nc(cc(c1)C(=O)Cl)Cl","708712"
"550","Clc1nc(ccc1C(=O)Cl)Cl","699276"
"551","Clc1ncc(cc1)C(=O)Cl","528102"
"552","Clc1nccc(c1C(=O)Cl)Cl","738204"
"553","Clc1nccc(c1Cl)C(=O)Cl","738212"
"554","Clc1nccc(c1)C(=O)Cl","707309"
"555","Clc1ncccc1C(=O)Cl","458821"
"556","FC(F)(F)C(=O)c1ccc(cc1)C(=O)Cl","728616"
"557","FC(F)(F)C(=O)Cl","300004"
"558","FC(F)(F)C(=O)N1[C@@H](CCC1)C(=O)Cl","248509"
"559","FC(F)(F)C(F)(F)C(F)(F)C(=O)Cl","257923"
"560","FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Cl","67162"
"561","FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Cl","290904"
"562","FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Cl","52846"
"563","FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(=O)Cl","71941"
"564","FC(F)(F)C(OC)(c1ccccc1)C(=O)Cl","667773"
"565","FC(F)(F)c1c(c(ccc1)C(=O)Cl)F","455342"
"566","FC(F)(F)c1c(c(ccc1)F)C(=O)Cl","455369"
"567","FC(F)(F)c1c(cc(cc1)C(=O)Cl)F","455377"
"568","FC(F)(F)c1c(cc(cc1)C(F)(F)F)C(=O)Cl","333042"
"569","FC(F)(F)c1c(cc(cc1)F)C(=O)Cl","455407"
"570","FC(F)(F)c1c(ccc(c1)C(=O)Cl)F","455296"
"571","FC(F)(F)c1c(ccc(c1)C(=O)Cl)OC","PH016269"
"572","FC(F)(F)c1c(ccc(c1)F)C(=O)Cl","455393"
"573","FC(F)(F)c1c(cccc1)C(=O)Cl","249483"
"574","FC(F)(F)c1cc(c(cc1)C(=O)Cl)F","455288"
"575","FC(F)(F)c1cc(c(cc1)F)C(=O)Cl","455350"
"576","FC(F)(F)c1cc(cc(c1)C(=O)Cl)C(F)(F)F","265284"
"577","FC(F)(F)c1cc(cc(c1)C(=O)Cl)F","455385"
"578","FC(F)(F)c1cc(ccc1)C(=O)Cl","250279"
"579","FC(F)(F)c1cc(ccc1)/C=C/C(=O)Cl","368482"
"580","FC(F)(F)c1ccc(cc1)C(=O)Cl","249475"
"581","FC(F)(F)c1cnc(c(c1)C(=O)Cl)Cl","734942"
"582","FC(F)(F)c1cnc(cc1)C(=O)Cl","753262"
"583","FC(F)(F)c1nc(ccc1)C(=O)Cl","753270"
"584","FC(F)(F)c1ncc(cc1)C(=O)Cl","640069"
"585","FC(F)(F)[C@](OC)(c1ccccc1)C(=O)Cl","423394"
"586","FC(F)(F)[C@@](OC)(c1ccccc1)C(=O)Cl","369675"
"587","FC(F)(F)Oc1c(cccc1)C(=O)Cl","724556"
"588","FC(F)(F)Oc1cc(ccc1)C(=O)Cl","738948"
"589","FC(F)(F)Oc1ccc(cc1)C(=O)Cl","402486"
"590","FC(F)(F)Sc1ccc(cc1)C(=O)Cl","555479"
"591","Fc1c(c(c(c(c1F)F)C(=O)Cl)F)F","103772"
"592","Fc1c(c(cc(c1F)C(=O)Cl)F)F","339563"
"593","Fc1c(c(ccc1F)C(=O)Cl)F","336475"
"594","Fc1c(c(ccc1)F)C(=O)Cl","249408"
"595","Fc1c(cc(c(c1OC)F)C(=O)Cl)F","546690"
"596","Fc1c(cc(c(c1)F)C(=O)Cl)F","404357"
"597","Fc1c(cc(cc1F)C(=O)Cl)F","559474"
"598","Fc1c(cc(cc1)C(=O)Cl)C","595004"
"599","Fc1c(cc(cc1)Cl)C(=O)Cl","535974"
"600","Fc1c(cc(cc1)F)C(=O)Cl","259365"
"601","Fc1c(ccc(c1C(=O)Cl)F)C","648698"
"602","Fc1c(ccc(c1C(=O)Cl)F)F","333123"
"603","Fc1c(ccc(c1)C(=O)Cl)F","290246"
"604","Fc1c(ccc(c1)F)C(=O)Cl","265292"
"605","Fc1c(cccc1C(=O)Cl)Cl","539554"
"606","Fc1c(cccc1C(=O)Cl)F","333069"
"607","Fc1c(cccc1)C(=O)Cl","120847"
"608","Fc1cc(c(cc1)C(=O)Cl)Cl","703958"
"609","Fc1cc(c(cc1)C)C(=O)Cl","654779"
"610","Fc1cc(cc(c1)C(=O)Cl)F","290254"
"611","Fc1cc(ccc1)C(=O)Cl","162531"
"612","Fc1ccc(cc1)C(=O)Cl","119946"
"613","Fc1ccc(cc1)CC(=O)Cl","466956"
"614","Fc1ccc(cc1)/C=C/C(=O)Cl","645591"
"615","Fc1cc2sc(c(c2cc1)Cl)C(=O)Cl","646822"
"616","FS(=O)(=O)c1ccc(cc1)C(=O)Cl","136387"
"617","Ic1c(c(ccc1)F)C(=O)Cl","552445"
"618","Ic1c(cccc1)C(=O)Cl","252115"
"619","Ic1cc(c(cc1)F)C(=O)Cl","552461"
"620","Ic1ccc(cc1)C(=O)Cl","252123"
"621","S(=O)(=O)(Cl)CC(=O)Cl","259772"
"622","S(CC(=O)Cl)c1ccccc1","439401"
"623","S(C)c1ccc(cc1)C(=O)Cl","634824"
"624","S(C)c1nc(c(c(n1)Cl)C(=O)Cl)Cl","755427"
"625","s1c(c(cc1)C)C(=O)Cl","654809"
"626","s1c(cc(c1)C)C(=O)Cl","652040"
"627","s1c(ccc1C(=O)Cl)C(=O)Cl","662941"
"628","s1c(ccc1)C(=O)Cl","288985"
"629","s1c(ccc1)CC(=O)Cl","195995"
"630","s1c(ncc1)C(=O)Cl","775517"
"631","s1cc(cc1)C(=O)Cl","734454"
"632","s1c2c(c(c1C(=O)Cl)Cl)cccc2","593087"
"633","s1c2c(nc1C(=O)Cl)cccc2","708178"
"634","[SiH2]=O.ClC(=O)CC","538078"
"635","BrC(Br)(Br)C(=O)Cl","431656"
"636","BrC(CBr)C(=O)Cl","300373"
"637","BrC(CCBr)C(=O)Cl","34072"
"638","BrC(C)C(=O)Cl","145807"
"639","BrC(c1ccccc1)C(=O)Cl","690864"
"640","BrCC(=O)Cl","16120"
"641","BrCCC(=O)Cl","142514"
"642","BrCCCC(=O)Cl","251933"
"643","BrCCCCC(=O)Cl","331317"
"644","BrCCCCCC(=O)Cl","235555"
"645","Brc1c(cccc1)C(=O)Cl","B59179"
"646","Brc1c(cccc1)CC(=O)Cl","482323"
"647","Brc1cc(ccc1)C(=O)Cl","259314"
"648","Brc1cc(ccc1)CC(=O)Cl","740586"
"649","Brc1ccc(cc1)C(=O)Cl","B59209"
"650","Brc1ccc(cc1)CC(=O)Cl","740438"
"651","ClC(=O)C(=C)CC","589144"
"652","ClC(=O)C(=C)C","156310"
"653","ClC(=O)C(=O)c1c2c([nH]c1)cccc2","515205"
"654","ClC(=O)C(=O)Cl","221015"
"655","ClC(=O)C(=O)OCC(=C)Cl","740144"
"656","ClC(=O)C(=O)OCC","E43101"
"657","ClC(=O)C(=O)OCC=C","738875"
"658","ClC(=O)C(=O)OC","151440"
"659","ClC(=O)/C(=C/C)/C","688606"
"660","ClC(=O)C(CC)(CC)C(=O)Cl","235512"
"661","ClC(=O)C(C)(C)C(=O)Cl","391905"
"662","ClC(=O)C(C)(C)C","T72605"
"663","ClC(=O)C(OC(=O)C)(C)C","326178"
"664","ClC(=O)C(CCCC)CC","157406"
"665","ClC(=O)C(CC)CC","157430"
"666","ClC(=O)C(CC)C","476471"
"667","ClC(=O)C(CC)c1ccccc1","349666"
"668","ClC(=O)C(C)C","139122"
"669","ClC(=O)C(C)c1ccccc1","689548"
"670","ClC(=O)C(c1ccccc1)c1ccccc1","331589"
"671","ClC(=O)C(OC(=O)C)c1ccccc1","A17404"
"672","ClC(=O)CC(=C)C(=O)Cl","I29301"
"673","ClC(=O)CC(=O)Cl","M1601"
"674","ClC(=O)CC(=O)OCC","163872"
"675","ClC(=O)CC(=O)OC","164011"
"676","ClC(=O)CC(C)(C)C","B88802"
"677","ClC(=O)CC(CC(C)(C)C)C","422959"
"678","ClC(=O)CC(CCC(=O)Cl)C","235520"
"679","ClC(=O)CC(CC)C","PH016167"
"680","ClC(=O)CC(C)C","157422"
"681","ClC(=O)CCC(=O)Cl","S6452"
"682","ClC(=O)CCC(=O)OCC","190705"
"683","ClC(=O)CCC(=O)OC","C11049"
"684","ClC(=O)CCCC(=O)Cl","G4608"
"685","ClC(=O)CCCC(=O)OCC","49733"
"686","ClC(=O)CCCC(=O)OC","M35355"
"687","ClC(=O)CCCCC(=O)Cl","165212"
"688","ClC(=O)CCCCC(=O)OC","638560"
"689","ClC(=O)CCCCCC(=O)Cl","251313"
"690","ClC(=O)CCCCCCC(=O)Cl","235547"
"691","ClC(=O)CCCCCCC(=O)OC","385565"
"692","ClC(=O)CCCCCCCC(=O)Cl","299693"
"693","ClC(=O)CCCCCCCCC(=O)Cl","131784"
"694","ClC(=O)CCCCCCCCC(=O)OC","401730"
"695","ClC(=O)CCCCCCCCCCC(=O)Cl","306665"
"696","ClC(=O)CCCCCCCCCCCCCCCCCCCCC","11935"
"697","ClC(=O)CCCCCCCCCCCCCCCCCC","74200"
"698","ClC(=O)CCCCCCCCCCCCCCCCC","171158"
"699","ClC(=O)CCCCCCCCCCCCCCCC","306657"
"700","ClC(=O)CCCCCCCCCCCCCCC","P78"
"701","ClC(=O)CCCCCCCCCCCCCC","76555"
"702","ClC(=O)CCCCCCCCCCCCC","185205"
"703","ClC(=O)CCCCCCCCCCCC","91550"
"704","ClC(=O)CCCCCCCCCCC","156930"
"705","ClC(=O)CCCCCCCCCC","249432"
"706","ClC(=O)CCCCCCCCC/C=C\CCCCCC","V9876"
"707","ClC(=O)CCCCCCCCC","140295"
"708","ClC(=O)CCCCCCCCC=C","161667"
"709","ClC(=O)CCCCCCCC","156833"
"710","ClC(=O)CCCCCCC/C=C\CCCCCCCC","367850"
"711","ClC(=O)CCCCCCC/C=C\CCCCCC","P2635"
"712","ClC(=O)CCCCCCC/C=C\C/C=C\CCCCC","L5753"
"713","ClC(=O)CCCCCCC","O4733"
"714","ClC(=O)CCCCCC","147249"
"715","ClC(=O)CCCCC","156957"
"716","ClC(=O)CCCC","157147"
"717","ClC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","A2941"
"718","ClC(=O)CCC","109614"
"719","ClC(=O)CCC=C","468479"
"720","ClC(=O)CCc1ccccc1","249440"
"721","ClC(=O)CCC1CCCC1","268593"
"722","ClC(=O)CC","P51559"
"723","ClC(=O)Cc1c(ccc(c1)OC)OC","264806"
"724","ClC(=O)Cc1cc(c(cc1)OC)OC","237477"
"725","ClC(=O)Cc1cc(ccc1)OC","316938"
"726","ClC(=O)Cc1ccc(cc1)OC","365696"
"727","ClC(=O)Cc1ccccc1","P16753"
"728","ClC(=O)CC1CCCCC1","655740"
"729","ClC(=O)CN1C(=O)c2c(cccc2)C1=O","636401"
"730","ClC(=O)COC(=O)C","302368"
"731","ClC(=O)COCC(=O)Cl","378151"
"732","ClC(=O)COCc1ccccc1","301019"
"733","ClC(=O)COC","M9653"
"734","ClC(=O)CO[C@H]1[C@@H](CC[C@H](C1)C)C(C)C","453714"
"735","ClC(=O)COc1ccccc1","158623"
"736","ClC(=O)C","320129"
"737","ClC(=O)C=C(C)C","183660"
"738","ClC(=O)C=C","549797"
"739","ClC(=O)/C=C/C(=O)Cl","151386"
"740","ClC(=O)/C=C/C(=O)OCC","669695"
"741","ClC(=O)/C=C/C","127787"
"742","ClC(=O)/C=C/C=C/C","688797"
"743","ClC(=O)/C=C/c1ccc(cc1)/C=C/C(=O)Cl","589071"
"744","ClC(=O)/C=C/c1ccc(cc1)[N+](=O)[O-]","364754"
"745","ClC(=O)/C=C/c1ccccc1","C81101"
"746","ClC(=O)/C=C/OCC","691119"
"747","ClC(=O)[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3","117722"
"748","ClC(=O)[C@]12[C@@H]3C[C@H](C1)C[C@H](C2)C3","678678"
"749","ClC(=O)[C@@H]1[C@@H]2C[C@H]([C@H]1C(=O)Cl)C=C2","114154"
"750","ClC(=O)[C@]12OC(=O)[C@](C1(C)C)(CC2)C","21286"
"751","ClC(=O)[C@H]1[C@@H](C1)c1ccccc1","134309"
"752","ClC(=O)[C@@]12OC(=O)[C@@](C1(C)C)(CC2)C","226173"
"753","ClC(=O)C1(c2c(cccc2)c2c1cccc2)C","745022"
"754","ClC(=O)c1c(cc(cc1C)C)C","682519"
"755","ClC(=O)c1c(cc(cc1)OC)OC","373834"
"756","ClC(=O)c1c(ccc(c1)OCC)OCC","638986"
"757","ClC(=O)c1c(cccc1OC)OC","262420"
"758","ClC(=O)c1c(cccc1)C(=O)Cl","P40409"
"759","ClC(=O)c1c(cccc1)C(=O)OC","672769"
"760","ClC(=O)c1c(cccc1)CC","687928"
"761","ClC(=O)c1c(cccc1)COC(=O)c1ccccc1","13032"
"762","ClC(=O)c1c(cccc1)C","122017"
"763","ClC(=O)c1c(cccc1)[N+](=O)[O-]","322717"
"764","ClC(=O)c1c(cccc1)OC(=O)C","165190"
"765","ClC(=O)c1c(cccc1)OCC","638978"
"766","ClC(=O)c1c(cccc1)OCc1ccccc1","707597"
"767","ClC(=O)c1c(cccc1)OC","254703"
"768","ClC(=O)c1c(oc(c1)C)C","530638"
"769","ClC(=O)c1c(occ1)C","678597"
"770","ClC(=O)c1cc(c(c(c1)OC)OC)OC","T69809"
"771","ClC(=O)c1cc(c(cc1)C)[N+](=O)[O-]","428949"
"772","ClC(=O)c1cc(c(cc1)OC)OC","258040"
"773","ClC(=O)c1cc(cc(c1)C(=O)Cl)C(=O)Cl","147532"
"774","ClC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]","156272"
"775","ClC(=O)c1cc(cc(c1)OCC)OCC","634913"
"776","ClC(=O)c1cc(cc(c1)OC)OC","161713"
"777","ClC(=O)c1cc(ccc1)C#N","302538"
"778","ClC(=O)c1cc(ccc1)C(=O)Cl","I19403"
"779","ClC(=O)c1cc(ccc1)C(=O)OC","672106"
"780","ClC(=O)c1cc(ccc1)C","122254"
"781","ClC(=O)c1cc(ccc1)c1ccccc1","709913"
"782","ClC(=O)c1cc(ccc1)N=C=O","478504"
"783","ClC(=O)c1cc(ccc1)[N+](=O)[O-]","127663"
"784","ClC(=O)c1cc(ccc1)OC(=O)C","740462"
"785","ClC(=O)c1cc(ccc1)OCc1ccccc1","707600"
"786","ClC(=O)c1cc(ccc1)OC","230243"
"787","ClC(=O)c1ccc(cc1)C#CC#N","807745"
"788","ClC(=O)c1ccc(cc1)C#N","124826"
"789","ClC(=O)c1ccc(cc1)C(=O)Cl","120871"
"790","ClC(=O)c1ccc(cc1)C(=O)OC","671673"
"791","ClC(=O)c1ccc(cc1)C(C)(C)C","157120"
"792","ClC(=O)c1ccc(cc1)CCCCCCC","222054"
"793","ClC(=O)c1ccc(cc1)CCCCCC","222097"
"794","ClC(=O)c1ccc(cc1)CCCCC","222143"
"795","ClC(=O)c1ccc(cc1)CCCC","222038"
"796","ClC(=O)c1ccc(cc1)CC","283509"
"797","ClC(=O)c1ccc(cc1)C","106631"
"798","ClC(=O)c1ccc(cc1)c1ccccc1","161144"
"799","ClC(=O)c1ccc(cc1)N(C)C","526118"
"800","ClC(=O)c1ccc(cc1)N=C=O","375039"
"801","ClC(=O)c1ccc(cc1)/N=N/c1ccccc1","173452"
"802","ClC(=O)c1ccc(cc1)[N+](=O)[O-]","112208"
"803","ClC(=O)c1ccc(cc1)OC(=O)C","740470"
"804","ClC(=O)c1ccc(cc1)OCCCC","222046"
"805","ClC(=O)c1ccc(cc1)OCC","288829"
"806","ClC(=O)c1ccc(cc1)OCc1ccccc1","682861"
"807","ClC(=O)c1ccc(cc1)OC","A88476"
"808","ClC(=O)c1ccccc1","15215"
"809","ClC(=O)c1ccncc1.Cl","228753"
"810","ClC(=O)c1cc2c(cc1)cccc2","250260"
"811","ClC(=O)c1cc2c(cc1)C(=O)OC2=O","T68020"
"812","ClC(=O)c1cc2c(cc1)OCO2","378895"
"813","ClC(=O)c1cnccc1.Cl","213381"
"814","ClC(=O)c1cocc1","715689"
"815","ClC(=O)c1c2c(ccc1)cccc2","250252"
"816","ClC(=O)c1c2c(ccc1)C(=O)c1c2cccc1","249580"
"817","ClC(=O)c1nc(ccc1)C(=O)Cl","142875"
"818","ClC(=O)c1nc2c(cc1)cccc2","525928"
"819","ClC(=O)c1nc2c(nc1)cccc2","145998"
"820","ClC(=O)c1oc(cc1)C","678570"
"821","ClC(=O)c1oc(cc1)[N+](=O)[O-]","683752"
"822","ClC(=O)c1occc1C","678589"
"823","ClC(=O)c1occc1","149861"
"824","ClC(=O)c1oc2c(c1C)cccc2","541540"
"825","ClC(=O)c1oc2c(c1)cccc2","715697"
"826","ClC(=O)c1oncc1","636231"
"827","ClC(=O)c1nc2c(cc(c(c2)OC)OC)n(c1=O)C","89276"
"828","ClC(=O)C1CC1","C116807"
"829","ClC(=O)C1CCC1","C95706"
"830","ClC(=O)C1CCCC1","328316"
"831","ClC(=O)C1CCCCC1","156965"
"832","ClC(=O)[C@H](OC=O)c1ccccc1","479284"
"833","ClC(=O)[C@@H](C)c1cc2c(cc(cc2)OC)cc1","712922"
"834","ClC(=O)[C@@H](OC(=O)C)C","447056"
"835","ClC(c1ccccc1)(c1ccccc1)C(=O)Cl","C39288"
"836","ClC(Cl)(Cl)C(=O)Cl","151599"
"837","ClC(CCl)C(=O)Cl","250139"
"838","ClC(C)C(=O)Cl","157139"
"839","ClC(c1ccccc1)C(=O)Cl","130966"
"840","ClC(Cl)C(=O)Cl","D55008"
"841","ClCC(=O)Cl","104493"
"842","ClCC(C)(C)C(=O)Cl","225703"
"843","ClCCC(=O)Cl","147443"
"844","ClCCCC(=O)Cl","343935"
"845","ClCCCCC(=O)Cl","125245"
"846","ClCCCCCC(=O)Cl","549940"
"847","ClCc1c(cccc1)C(=O)Cl","725897"
"848","ClCc1cc(ccc1)C(=O)Cl","263664"
"849","ClCc1ccc(cc1)C(=O)Cl","270784"
"850","Clc1c(c(cc(c1)Cl)Cl)C(=O)Cl","345504"
"851","Clc1c(c(ccc1)Cl)C(=O)Cl","187518"
"852","Clc1c(cc(cc1)C(=O)Cl)[N+](=O)[O-]","407925"
"853","Clc1c(ccc(c1)C(=O)Cl)Cl","111945"
"854","Clc1c(ccc(c1)Cl)C(=O)Cl","111937"
"855","Clc1c(cccc1)C(=O)Cl","103918"
"856","Clc1c(cccc1)/C=C/C(=O)Cl","537209"
"857","Clc1cc(c(cc1)C(=O)Cl)OC","PH016231"
"858","Clc1cc(cc(c1)C(=O)Cl)Cl","296287"
"859","Clc1cc(ccc1)C(=O)Cl","C26801"
"860","Clc1ccc(cc1)C(=O)Cl","111902"
"861","Clc1ccc(cc1)C(C(C)C)C(=O)Cl","537225"
"862","Clc1ccc(cc1)CC(=O)Cl","638951"
"863","Clc1ccc(cc1)OCC(=O)Cl","193941"
"864","Clc1nc(c(cn1)C(=O)Cl)Cl","728772"
"865","Clc1nc(cc(c1)C(=O)Cl)C","681075"
"866","Clc1nc(cc(c1)C(=O)Cl)Cl","708712"
"867","Clc1nc(ccc1C(=O)Cl)Cl","699276"
"868","Clc1ncc(cc1)C(=O)Cl","528102"
"869","Clc1nccc(c1C(=O)Cl)Cl","738204"
"870","Clc1nccc(c1Cl)C(=O)Cl","738212"
"871","Clc1nccc(c1)C(=O)Cl","707309"
"872","Clc1ncccc1C(=O)Cl","458821"
"873","FC(F)(F)C(=O)c1ccc(cc1)C(=O)Cl","728616"
"874","FC(F)(F)C(=O)Cl","300004"
"875","FC(F)(F)C(=O)N1[C@@H](CCC1)C(=O)Cl","248509"
"876","FC(F)(F)C(F)(F)C(F)(F)C(=O)Cl","257923"
"877","FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Cl","67162"
"878","FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Cl","290904"
"879","FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Cl","52846"
"880","FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(=O)Cl","71941"
"881","FC(F)(F)C(OC)(c1ccccc1)C(=O)Cl","667773"
"882","FC(F)(F)c1c(c(ccc1)C(=O)Cl)F","455342"
"883","FC(F)(F)c1c(c(ccc1)F)C(=O)Cl","455369"
"884","FC(F)(F)c1c(cc(cc1)C(=O)Cl)F","455377"
"885","FC(F)(F)c1c(cc(cc1)C(F)(F)F)C(=O)Cl","333042"
"886","FC(F)(F)c1c(cc(cc1)F)C(=O)Cl","455407"
"887","FC(F)(F)c1c(ccc(c1)C(=O)Cl)F","455296"
"888","FC(F)(F)c1c(ccc(c1)C(=O)Cl)OC","PH016269"
"889","FC(F)(F)c1c(ccc(c1)F)C(=O)Cl","455393"
"890","FC(F)(F)c1c(cccc1)C(=O)Cl","249483"
"891","FC(F)(F)c1cc(c(cc1)C(=O)Cl)F","455288"
"892","FC(F)(F)c1cc(c(cc1)F)C(=O)Cl","455350"
"893","FC(F)(F)c1cc(cc(c1)C(=O)Cl)C(F)(F)F","265284"
"894","FC(F)(F)c1cc(cc(c1)C(=O)Cl)F","455385"
"895","FC(F)(F)c1cc(ccc1)C(=O)Cl","250279"
"896","FC(F)(F)c1cc(ccc1)/C=C/C(=O)Cl","368482"
"897","FC(F)(F)c1ccc(cc1)C(=O)Cl","249475"
"898","FC(F)(F)c1cnc(c(c1)C(=O)Cl)Cl","734942"
"899","FC(F)(F)c1cnc(cc1)C(=O)Cl","753262"
"900","FC(F)(F)c1nc(ccc1)C(=O)Cl","753270"
"901","FC(F)(F)c1ncc(cc1)C(=O)Cl","640069"
"902","FC(F)(F)[C@](OC)(c1ccccc1)C(=O)Cl","423394"
"903","FC(F)(F)[C@@](OC)(c1ccccc1)C(=O)Cl","369675"
"904","FC(F)(F)Oc1c(cccc1)C(=O)Cl","724556"
"905","FC(F)(F)Oc1cc(ccc1)C(=O)Cl","738948"
"906","FC(F)(F)Oc1ccc(cc1)C(=O)Cl","402486"
"907","FC(F)(F)Sc1ccc(cc1)C(=O)Cl","555479"
